,ARREST_DATE, TOP_CHARGE_DESCRIPTION,HOME_PSA,CRIME_PSA
2155,10/2/19,Unauthorized Use Of A Vehicle,608,207
2156,10/2/19,Robbery,708,708
2157,10/2/19,Absconder (Custody Order),505,COURT
2158,10/2/19,Destruction Of Property Less Than $1000,507,507
2159,10/2/19,Assault W/i To Commit Robbery (simple Assault),Out of State,106
2160,10/2/19,Assault W/i To Commit Robbery (simple Assault),Out of State,106
2161,10/3/19,Absconder (Custody Order),302,502
2162,10/3/19,Assault With Significant Bodily Injury,Out of State,202
2163,10/3/19,Robbery,107,608
2164,10/3/19,Robbery,308,304
2165,10/3/19,Simple Assault,106,108
2166,10/3/19,Robbery,507,507
2167,10/3/19,Robbery,302,302
2168,10/3/19,First Degree Sexual Abuse,704,704
2169,10/3/19,Robbery,708,603
2170,10/3/19,Assault On A Police Officer (aggravated Assault),708,708
2171,10/3/19,Custody Order (Pre-Petition),308,DISTRICT/JPC
2172,10/3/19,Robbery,603,504
2173,10/3/19,Robbery,405,504
2174,10/4/19,Robbery,404,301
2175,10/4/19,Robbery,608,301
2176,10/4/19,Absconder (Custody Order),607,COURT
2177,10/4/19,Absconder (Custody Order),608,COURT
2178,10/4/19,Robbery,608,403
2179,10/4/19,Unlawful Entry,502,502
2180,10/4/19,Absconder (Custody Order),707,504
2181,10/4/19,Simple Assault,506,605
2182,10/4/19,Robbery,706,603
2183,10/4/19,Absconder (Custody Order),604,COURT
2184,10/4/19,Unlawful Entry,502,502
2185,10/5/19,Absconder (Custody Order),608,209
2186,10/5/19,Shoplifting,608,209
2187,10/5/19,Simple Assault,505,505
2188,10/5/19,Simple Assault,505,505
2189,10/6/19,Failure To Appear (OAG),104,104
2190,10/6/19,Failure To Appear (OAG),708,603
2191,10/6/19,Custody Order (Pre-Petition),708,603
2192,10/6/19,Simple Assault,706,706
2193,10/6/19,Simple Assault,502,502
2194,10/6/19,Unauthorized Use Of A Vehicle,Out of State,206
2195,10/7/19,Absconder (Custody Order),105,DISTRICT/JPC
2196,10/7/19,Theft Second Degree (all Other Larceny),303,303
2197,10/7/19,Assault On A Police Officer (simple Assault),306,DISTRICT/JPC
2198,10/7/19,Simple Assault,604,101
2199,10/7/19,Absconder (Custody Order),106,108
2200,10/7/19,Assault On A Police Officer (simple Assault),705,COURT
2201,10/7/19,Absconder (Custody Order),306,DISTRICT/JPC
2202,10/7/19,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,408,409
2203,10/7/19,Disorderly Conduct - Disrupting a Public Conveyance (M),605,103
2204,10/8/19,Robbery,607,306
2205,10/8/19,Robbery,704,306
2206,10/9/19,Assault With A Dangerous Weapon,404,302
2207,10/9/19,Possession Of Bb Gun,702,704
2208,10/9/19,Receiving Stolen Property $1000 Or More,402,202
2209,10/9/19,Shoplifting,503,COURT
2210,10/9/19,Shoplifting,406,COURT
2211,10/9/19,Custody Order (Pre-Petition),704,COURT
2212,10/9/19,Attempt To Commit Robbery,604,405
2213,10/10/19,Robbery,607,305
2214,10/10/19,Custody Order (Pre-Petition),607,305
2215,10/10/19,Custody Order (Pre-Petition),607,305
2216,10/10/19,Contempt - Condition Of Release Violation,UNKNOWN,408
2217,10/10/19,Poss Prohibited Weapon,507,107
2218,10/10/19,Absconder (Custody Order),105,105
2219,10/10/19,Custody Order (Pre-Petition),607,305
2220,10/10/19,Custody Order (Pre-Petition),Out of State,COURT
2221,10/10/19,Absconder (Custody Order),506,101
2222,10/10/19,Failure To Appear (OAG),506,101
2223,10/10/19,Carry Pistol W/o Lic -outside Home/business,409,608
2224,10/10/19,Attempt To Commit Robbery,607,108
2225,10/10/19,Robbery,405,107
2226,10/10/19,Theft First Degree (all Other Larceny),608,507
2227,10/10/19,Custody Order (Pre-Petition),Out of State,COURT
2228,10/10/19,Simple Assault,603,608
2229,10/10/19,Absconder (Custody Order),306,604
2230,10/11/19,Carry Pistol W/o Lic -outside Home/business,704,105
2231,10/11/19,Possession Of Unregistered Ammunition,106,105
2232,10/11/19,Attempt To Commit Robbery,507,108
2233,10/11/19,Unlawful Entry,604,604
2234,10/11/19,Custody Order (Pre-Petition),605,COURT
2235,10/11/19,No Permit,704,601
2236,10/11/19,Murder I,102,106
2237,10/11/19,Leaving After Colliding- Property Damage,604,106
2238,10/11/19,Theft First Degree (Stolen Auto),604,106
2239,10/12/19,Carry Pistol W/o Lic -outside Home/business,103,105
2240,10/12/19,Absconder (Custody Order),404,404
2241,10/12/19,Simple Assault,604,405
2242,10/12/19,Custody Order (Pre-Petition),705,101
2243,10/12/19,Theft First Degree (Stolen Auto),503,305
2244,10/12/19,Robbery,407,407
2245,10/12/19,Threats To Do Bodily Harm -misd,Out of State,703
2246,10/12/19,Assault With Significant Bodily Injury,705,705
2247,10/12/19,Poss Prohibited Weapon -other,705,101
2248,10/13/19,Simple Assault,Out of State,703
2249,10/13/19,Assault With A Dangerous Weapon,605,703
2250,10/13/19,Bench Warrant,106,703
2251,10/13/19,Simple Assault,507,703
2252,10/13/19,Simple Assault,506,703
2253,10/13/19,Simple Assault,607,703
2254,10/13/19,Unlawful Entry,304,302
2255,10/13/19,Carry Pistol Outside Home/business,404,409
2256,10/13/19,Theft Second Degree (theft From Building),302,302
2257,10/13/19,Unlawful Entry,302,302
2258,10/13/19,Theft Second Degree (all Other Larceny),302,404
2259,10/13/19,Unauthorized Use Of A Vehicle,405,405
2260,10/13/19,Threat To Kidnap Or Injure A Person,302,502
2261,10/13/19,Absconder (Custody Order),705,108
2262,10/14/19,Destruction Of Property Less Than $1000,703,305
2263,10/14/19,Failure To Appear (OAG),701,COURT
2264,10/14/19,Absconder (Custody Order),604,506
2265,10/15/19,Shoplifting,507,209
2266,10/15/19,Shoplifting,501,209
2267,10/15/19,Receiving Stolen Property,507,408
2268,10/15/19,Destruction Of Property Less Than $1000,604,604
2269,10/15/19,Absconder (Custody Order),708,COURT
2270,10/15/19,Theft First Degree (Stolen Auto),302,501
2271,10/15/19,Theft First Degree (Stolen Auto),506,501
2272,10/15/19,Robbery,Out of State,104
2273,10/15/19,Simple Assault,704,307
2274,10/15/19,Possession Of Bb Gun,505,306
2275,10/15/19,Burglary One,706,303
2276,10/15/19,Absconder (Custody Order),106,DISTRICT/JPC
2277,10/15/19,Absconder (Custody Order),404,101
2278,10/16/19,Theft Second Degree (theft From Building),604,209
2279,10/16/19,Absconder (Custody Order),604,209
2280,10/16/19,Simple Assault,506,506
2281,10/16/19,Simple Assault,607,COURT
2282,10/16/19,Threats To Do Bodily Harm -misd,108,608
2283,10/16/19,Receiving Stolen Property,307,103
2284,10/16/19,Unlawful Entry Of A Motor Vehicle,105,108
2285,10/16/19,Robbery,602,106
2286,10/16/19,Simple Assault,603,603
2287,10/16/19,Failure To Appear (OAG),Out of State,COURT
2288,10/16/19,Simple Assault,403,COURT
2289,10/16/19,Custody Order (Pre-Petition),602,COURT
2290,10/16/19,Absconder (Custody Order),302,403
2291,10/16/19,Absconder (Custody Order),403,403
2292,10/17/19,Custody Order (Pre-Petition),607,105
2293,10/17/19,Robbery,507,108
2294,10/17/19,Simple Assault,601,602
2295,10/17/19,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,707,707
2296,10/17/19,Robbery,501,505
2297,10/18/19,Destruction Of Property Less Than $1000,701,701
2298,10/18/19,Assault W/i To Murder,702,702
2299,10/18/19,Absconder (Custody Order),306,604
2300,10/18/19,Simple Assault,603,706
2301,10/18/19,Possession Of Unregistered Ammunition,702,702
2302,10/18/19,Unauthorized Use Of A Vehicle,Out of State,108
2303,10/18/19,Simple Assault,706,707
2304,10/18/19,Assault On A Police Officer (simple Assault),608,705
2305,10/18/19,Carry Pistol W/o Lic -outside Home/business,604,604
2306,10/18/19,Absconder (Custody Order),404,101
2307,10/19/19,Fugitive From Justice,707,703
2308,10/19/19,Poss W/i To Dist A Controlled Substance,106,106
2309,10/19/19,Gambling,Out of State,703
2310,10/19/19,Robbery,301,302
2311,10/19/19,Robbery,308,306
2312,10/19/19,Robbery,UNKNOWN,306
2313,10/19/19,Robbery,708,306
2314,10/19/19,Robbery,301,408
2315,10/19/19,Simple Assault,604,604
2316,10/20/19,Possession Of Unregistered Ammunition,704,704
2317,10/20/19,Absconder (Custody Order),704,101
2318,10/20/19,Unauthorized Use Of A Vehicle,703,206
2319,10/20/19,Simple Assault,Out of State,407
2320,10/20/19,Possess Prohibited Weapon,704,101
2321,10/21/19,Robbery,507,107
2322,10/21/19,Robbery,603,107
2323,10/21/19,Destruction Of Property Less Than $1000,702,701
2324,10/21/19,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,601,306
2325,10/21/19,Failure To Appear (OAG),701,DISTRICT/JPC
2326,10/21/19,Theft Second Degree (all Other Larceny),106,107
2327,10/21/19,Absconder (Custody Order),608,706
2328,10/21/19,Metro - Interfere With Escalator,404,101
2329,10/22/19,Destruction Of Property $1000 Or More,501,505
2330,10/22/19,Robbery,602,104
2331,10/22/19,Simple Assault,602,602
2332,10/22/19,Threats To Do Bodily Harm -misd,602,104
2333,10/22/19,Absconder (Custody Order),602,104
2334,10/23/19,Simple Assault,Out of State,708
2335,10/23/19,Simple Assault,708,708
2336,10/23/19,Robbery In The First Degree,702,304
2337,10/23/19,Assault W/i To Commit Robbery (simple Assault),702,304
2338,10/23/19,Simple Assault,507,108
2339,10/23/19,First Degree Child Sex Abuse (rape),605,605
2340,10/23/19,Failure To Appear (OAG),406,COURT
2341,10/23/19,Unlawful Poss Ammunition,708,DISTRICT/JPC
2342,10/23/19,Assault With A Dangerous Weapon,406,406
2343,10/23/19,Fugitive From Justice,406,402
2344,10/23/19,Assault W/i To Commit Robbery (simple Assault),702,302
2345,10/23/19,Robbery,106,302
2346,10/23/19,Robbery,708,302
2347,10/23/19,Absconder (Custody Order),602,602
2348,10/23/19,Failure To Appear (OAG),708,COURT
2349,10/24/19,Assault W/i To Commit Robbery (simple Assault),507,106
2350,10/24/19,Disorderly Conduct - Disrupting a Public Conveyance (M),407,307
2351,10/24/19,Possession Of Unregistered Ammunition,603,603
2352,10/24/19,Custody Order (Pre-Petition),105,306
2353,10/24/19,Custody Order (Pre-Petition),105,306
2354,10/24/19,Absconder (Custody Order),103,COURT
2355,10/24/19,Custody Order (Pre-Petition),105,306
2356,10/24/19,Custody Order (Pre-Petition),105,306
2357,10/24/19,Murder II,507,603
2358,10/24/19,Simple Assault,405,405
2359,10/24/19,Simple Assault,405,405
2360,10/24/19,Custody Order (Pre-Petition),403,101
2361,10/25/19,Robbery,507,302
2362,10/25/19,Custody Order (Pre-Petition),108,602
2363,10/25/19,Robbery,602,602
2364,10/25/19,Custody Order (Pre-Petition),704,601
2365,10/25/19,Attempt To Commit Robbery,602,608
2366,10/25/19,Robbery,602,608
2367,10/25/19,Custody Order (Pre-Petition),603,DISTRICT/JPC
2368,10/25/19,Custody Order (Pre-Petition),704,DISTRICT/JPC
2369,10/25/19,Robbery,602,602
2370,10/25/19,Robbery,602,602
2371,10/25/19,Affray,Out of State,103
2372,10/26/19,Unauthorized Use Of A Vehicle,302,307
2373,10/26/19,Simple Assault,503,503
2374,10/26/19,Unlawful Entry,501,101
2375,10/26/19,Fugitive From Justice,608,403
2376,10/26/19,Custody Order (Pre-Petition),708,107
2377,10/26/19,Unauthorized Use Of A Vehicle,602,602
2378,10/26/19,Unauthorized Use Of A Vehicle,604,602
2379,10/26/19,Simple Assault,708,605
2380,10/26/19,Absconder (Custody Order),608,COURT
2381,10/28/19,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,405,504
2382,10/28/19,Robbery,104,COURT
2383,10/28/19,Threat To Kidnap Or Injure A Person,302,302
2384,10/28/19,Affray,308,504
2385,10/28/19,Simple Assault,507,507
2386,10/28/19,Custody Order (Pre-Petition),Out of State,COURT
2387,10/28/19,Resisting Arrest,104,501
2388,10/28/19,Assault On A Police Officer (simple Assault),104,501
2389,10/29/19,Robbery,703,703
2390,10/29/19,Fugitive From Justice,703,703
2391,10/29/19,Custody Order (Pre-Petition),102,602
2392,10/29/19,Absconder (Custody Order),302,302
2393,10/29/19,Robbery,507,405
2394,10/30/19,Fugitive From Justice,502,308
2395,10/30/19,Threats To Do Bodily Harm -misd,507,108
2396,10/30/19,Absconder (Custody Order),602,502
2397,10/30/19,Absconder (Custody Order),502,708
2398,10/30/19,Poss Of A Controlled Substance -felony,302,DISTRICT/JPC
2399,10/30/19,Absconder (Custody Order),106,101
2400,10/30/19,Unlawful Entry,503,405
2401,10/30/19,Absconder (Custody Order),302,101
2402,10/31/19,Absconder (Custody Order),304,304
2403,10/31/19,Leaving After Colliding- Property Damage,602,607
2404,10/31/19,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,707,707
2405,10/31/19,Credit Card Fraud-fel,706,303
2406,10/31/19,Robbery,Out of State,704
2407,10/31/19,Threats To Do Bodily Harm -misd,602,105
2408,10/31/19,Absconder (Custody Order),706,405
2409,10/31/19,Absconder (Custody Order),607,DISTRICT/JPC
2410,10/31/19,Burglary One,705,308
2411,10/31/19,Destruction Of Property Less Than $1000,UNKNOWN,308
2412,11/1/19,Unauthorized Use Of A Vehicle,606,404
2413,11/1/19,Robbery,104,307
2414,11/1/19,Robbery,707,307
2415,11/1/19,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,Out of State,303
2416,11/1/19,Absconder (Custody Order),608,308
2417,11/1/19,Simple Assault,Out of State,602
2418,11/1/19,Custody Order (Pre-Petition),507,405
2419,11/1/19,Simple Assault,Out of State,103
2420,11/2/19,Simple Assault,507,507
2421,11/2/19,Carry Pistol W/o Lic -outside Home/business,604,604
2422,11/2/19,Unlawful Entry,707,705
2423,11/2/19,Simple Assault,303,303
2424,11/3/19,Theft First Degree (all Other Larceny),Out of State,209
2425,11/3/19,Contempt - Misdemeanor,303,303
2426,11/3/19,Robbery,Out of State,704
2427,11/3/19,Robbery,Out of State,704
2428,11/3/19,Simple Assault,603,505
2429,11/3/19,Robbery,405,704
2430,11/3/19,Robbery,Out of State,704
2431,11/3/19,Robbery,405,504
2432,11/3/19,Robbery,Out of State,504
2433,11/3/19,Robbery,Out of State,504
2434,11/3/19,Robbery,Out of State,504
2435,11/4/19,Simple Assault,104,104
2436,11/4/19,Possession Of Unregistered Ammunition,302,302
2437,11/4/19,Absconder (Custody Order),701,701
2438,11/4/19,Absconder (Custody Order),708,708
2439,11/4/19,Absconder (Custody Order),506,COURT
2440,11/4/19,Assault W/i To Commit Robbery (simple Assault),708,603
2441,11/4/19,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,702,706
2442,11/4/19,Robbery,505,505
2443,11/5/19,Threats To Do Bodily Harm -misd,Out of State,207
2444,11/5/19,Threats To Do Bodily Harm -misd,308,207
2445,11/5/19,Absconder (Custody Order),605,605
2446,11/5/19,Theft First Degree (Stolen Auto),302,302
2447,11/5/19,Simple Assault,308,207
2448,11/5/19,Robbery,604,707
2449,11/5/19,Unlawful Entry,Out of State,602
2450,11/6/19,Robbery,501,COURT
2451,11/6/19,Robbery,307,301
2452,11/6/19,Poss W/i To Dist A Controlled Substance,107,707
2453,11/6/19,Failure To Appear (OAG),708,703
2454,11/6/19,Simple Assault,507,507
2455,11/6/19,Simple Assault,501,507
2456,11/6/19,Assault W/i To Commit Any Other Offense (aggravated Assault),708,701
2457,11/7/19,Sex Abuse- Misd,105,106
2458,11/7/19,Threats To Do Bodily Harm -misd,404,504
2459,11/7/19,Custody Order (Pre-Petition),708,COURT
2460,11/7/19,Absconder (Custody Order),604,604
2461,11/7/19,Failure To Appear (OAG),407,COURT
2462,11/7/19,Absconder (Custody Order),503,COURT
2463,11/7/19,Absconder (Custody Order),604,604
2464,11/7/19,Robbery,602,602
2465,11/8/19,Unlawful Entry,408,405
2466,11/8/19,Threats To Do Bodily Harm -misd,106,608
2467,11/8/19,Simple Assault,406,406
2468,11/8/19,Carry Pistol W/o Lic -outside Home/business,507,104
2469,11/9/19,Unlawful Entry Of A Motor Vehicle,106,106
2470,11/9/19,Simple Assault,703,703
2471,11/10/19,Assault With A Dangerous Weapon,308,305
2472,11/11/19,Theft Second Degree (theft From Building),607,203
2473,11/11/19,Shoplifting,607,203
2474,11/11/19,Custody Order (Pre-Petition),503,COURT
2475,11/11/19,Absconder (Custody Order),602,COURT
2476,11/11/19,Absconder (Custody Order),602,602
2477,11/11/19,Absconder (Custody Order),503,503
2478,11/11/19,Absconder (Custody Order),304,602
2479,11/11/19,Absconder (Custody Order),604,501
2480,11/12/19,Threat To Kidnap Or Injure A Person,507,108
2481,11/12/19,Robbery,507,506
2482,11/12/19,Carry Pistol W/o Lic (misd),403,402
2483,11/12/19,Absconder (Custody Order),604,604
2484,11/12/19,Receiving Stolen Property,Out of State,705
2485,11/12/19,Carry Pistol Outside Home/business,602,602
2486,11/12/19,Threats To Do Bodily Harm -misd,708,504
2487,11/13/19,Destruction Of Property Less Than $1000,307,307
2488,11/13/19,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,507,507
2489,11/13/19,Threats To Do Bodily Harm -misd,405,108
2490,11/13/19,Absconder (Custody Order),701,701
2491,11/13/19,Fugitive From Justice,607,101
2492,11/13/19,Assault On A Police Officer (simple Assault),607,101
2493,11/13/19,No Permit,707,108
2494,11/13/19,Custody Order (Pre-Petition),507,307
2495,11/13/19,Assault On A Police Officer (simple Assault),705,DISTRICT/JPC
2496,11/13/19,Robbery,607,302
2497,11/14/19,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,106,106
2498,11/14/19,Robbery,507,104
2499,11/14/19,Simple Assault,503,404
2500,11/14/19,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,402,402
2501,11/14/19,Robbery,106,603
2502,11/14/19,Threats To Do Bodily Harm -misd,104,107
2503,11/14/19,Poss W/i To Dist A Controlled Substance,106,708
2504,11/14/19,Unauthorized Use Of A Vehicle,UNKNOWN,608
2505,11/15/19,Absconder (Custody Order),705,705
2506,11/15/19,Possession Of A Large Capacity Ammunition Feeding Device (and),507,507
2507,11/16/19,Robbery,702,308
2508,11/16/19,Robbery,704,308
2509,11/16/19,Simple Assault,706,707
2510,11/16/19,Unlawful Entry,Out of State,103
2511,11/16/19,Robbery,Out of State,305
2512,11/16/19,Robbery,704,305
2513,11/17/19,Custody Order (Pre-Petition),106,106
2514,11/17/19,Robbery,703,302
2515,11/17/19,Simple Assault,406,406
2516,11/18/19,Simple Assault,506,DISTRICT/JPC
2517,11/18/19,Receiving Stolen Property,604,708
2518,11/18/19,Robbery,507,104
2519,11/18/19,Robbery,702,104
2520,11/18/19,Custody Order (Pre-Petition),Out of State,108
2521,11/18/19,Robbery,604,304
2522,11/18/19,Absconder (Custody Order),402,DISTRICT/JPC
2523,11/18/19,Robbery,604,707
2524,11/18/19,Absconder (Custody Order),603,603
2525,11/19/19,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,405,304
2526,11/19/19,Absconder (Custody Order),602,602
2527,11/19/19,Absconder (Custody Order),105,105
2528,11/19/19,Failure To Appear (USAO),Out of State,COURT
2529,11/19/19,Fugitive From Justice,406,101
2530,11/20/19,Theft Second Degree (all Other Larceny),406,406
2531,11/20/19,Shoplifting,106,603
2532,11/20/19,Theft Second Degree (all Other Larceny),106,106
2533,11/20/19,Theft Second Degree (all Other Larceny),708,106
2534,11/20/19,Theft Second Degree (all Other Larceny),602,106
2535,11/20/19,Theft Second Degree (all Other Larceny),106,204
2536,11/20/19,Simple Assault,702,602
2537,11/21/19,Robbery,507,COURT
2538,11/21/19,Theft First Degree (Stolen Auto),604,608
2539,11/21/19,Robbery,604,203
2540,11/21/19,Poss Prohibited Weapon,705,308
2541,11/21/19,Robbery,604,204
2542,11/21/19,Simple Assault,601,601
2543,11/21/19,Absconder (Custody Order),705,COURT
2544,11/21/19,Fugitive From Justice,406,406
2545,11/21/19,Theft First Degree (Stolen Auto),604,604
2546,11/21/19,Robbery,602,405
2547,11/21/19,Robbery,502,502
2548,11/21/19,,604,108
2549,11/21/19,Unlawful Entry,604,107
2550,11/21/19,Custody Order (Pre-Petition),507,COURT
2551,11/21/19,Robbery,602,502
2552,11/21/19,Robbery,602,502
2553,11/22/19,Absconder (Custody Order),604,DISTRICT/JPC
2554,11/22/19,Absconder (Custody Order),604,DISTRICT/JPC
2555,11/22/19,Possession Of Bb Gun,404,404
2556,11/22/19,Possession Of Bb Gun,403,404
2557,11/22/19,Robbery,Out of State,707
2558,11/22/19,Threats To Do Bodily Harm -misd,606,606
2559,11/22/19,Custody Order (Pre-Petition),501,COURT
